# STH Efficiency	Catalyst Cost (\$/kg)	Catalyst Lifetime (years)	Catalyst Concentration (kg/L)	H2 Cost
# ['Solar-to-Hydrogen Efficiency', 'STH (%)', 'Value']	['Catalyst', 'Cost per kg ($)', 'Value']	['Catalyst', 'Lifetime (years)', 'Value']	['Catalyst', 'Concentration (kg/L)', 'Value']	
# value	value	value	Value	
# [0.02 0.2 ]	[ 100. 3000.]	[0.5 1. ]	[1.00e-05 5.33e-04]	
1.729050015289815279e-01	1.693648073577266359e+03	7.628690486747745636e-01	1.107199267011509510e-04	3.353408415505898077e+00
5.925173855193913153e-02	1.255345533469025895e+03	6.679323057615066395e-01	1.951551940188075008e-05	2.717208138143040852e+00
1.058120332756899012e-01	1.042520691258225270e+03	6.181491921347010976e-01	2.580869492674974343e-04	7.317142710192880095e+00
1.070353815400562625e-01	6.405519170320752664e+02	7.417637855217813492e-01	1.292687195723647940e-05	1.641557946143758606e+00
1.435338546573328156e-01	1.768595640890840173e+02	5.935362107340125259e-01	1.026970759243114168e-04	1.737768924212325095e+00
5.141177876324314056e-02	1.613594375832816695e+03	9.553637209561771648e-01	5.302411698920608222e-05	4.597299079746044015e+00
1.827963816324193191e-01	1.037784209581836876e+02	6.388618824187115575e-01	3.664913968854901691e-04	1.759560138860227330e+00
1.829101130950150089e-01	3.799588592143256847e+02	6.147203246135382049e-01	4.913493251985739897e-04	3.800287330056413726e+00
6.852977880227061058e-02	6.741848921099107201e+02	5.976184938708466454e-01	4.696114095768458415e-04	1.281760403564380013e+01
1.790837553496414380e-01	8.267089671890954605e+02	5.864635976453015376e-01	2.015958432958234951e-04	3.628763387655650430e+00
1.248399485568809919e-01	6.947995929953128780e+02	9.562408281936909393e-01	3.097388565054930707e-05	1.735196923358686805e+00
8.737869577846917035e-02	1.458977669495900727e+03	7.895263740759309590e-01	5.097671820330618148e-05	3.157787336600125006e+00
1.719923195897925250e-01	2.622058404833625900e+03	9.105677389493430640e-01	4.558284803112017006e-04	1.263667134441137385e+01
1.134598606273448662e-01	1.691248504077082544e+03	8.609752498553393529e-01	4.596828646840781852e-04	1.314572913245578256e+01
9.601741156914748998e-02	6.541484931336478894e+02	8.623069252581858635e-01	3.944694722224103656e-04	6.160910106428519661e+00
9.069631405176152572e-02	1.803570772392481786e+03	7.432165766152515340e-01	4.483457284175209126e-04	1.909585319767030498e+01
9.467878293921357102e-02	1.681895825473687637e+03	9.499369285035499377e-01	4.551332399452430715e-04	1.414927357638146610e+01
2.142606849883925066e-02	7.463504716391215652e+02	7.413605674267168544e-01	2.402228900523061000e-05	4.885041140550452354e+00
5.700259948008323807e-02	1.732552269061183324e+03	5.089205735723035806e-01	2.001378003172086075e-04	1.871063057550311015e+01
1.126296538804577169e-01	2.313303864929697738e+03	8.720270166688108837e-01	8.823526326154789475e-05	4.504453610097131744e+00
3.455081552951271701e-02	1.454766053908460890e+02	7.881213028950827537e-01	2.491369465456751069e-05	2.590448505722825256e+00
1.518027279414187747e-01	7.733472267696918152e+02	5.047528113918892112e-01	4.391241408437056141e-05	2.097591106294335539e+00
1.320817816169853887e-01	5.216693609081903560e+02	7.858782203959480128e-01	2.957241911541092817e-04	3.625224460872608301e+00
4.569259114208883144e-02	2.874477455239270512e+03	5.834673358284439004e-01	2.307380673353659874e-04	3.712385077018278423e+01
1.433186184007271824e-01	1.581023993673892846e+03	5.946495392257897805e-01	2.141416593881708232e-04	7.131726367464877647e+00
6.228109314287570697e-02	2.113886603886082867e+03	9.293498727797724346e-01	3.996259210307489249e-04	2.311129113431275783e+01
1.958122583273355644e-01	1.670020693656273806e+03	8.277182986690634348e-01	4.292656746888768335e-04	7.935280844026524782e+00
2.097647952031899202e-02	1.713245583592453158e+03	7.766561923159913672e-01	2.253908288827330755e-04	3.720506664184645729e+01
1.885907891442682172e-01	7.576458108344618267e+02	9.939070511460228463e-01	1.385721196119425031e-04	2.077652827707890726e+00
1.626467668666811417e-01	2.007110613987583747e+02	9.242371687324451024e-01	3.006031304969033037e-04	2.040210060582835272e+00
5.909222991514265222e-02	1.478618964678047178e+03	9.170529085700542815e-01	1.253836533394376608e-04	6.907003434149084242e+00
2.274364212195371243e-02	2.499877075114322452e+03	9.321057604512665851e-01	4.221712072948149335e-04	7.599350641253022332e+01
1.462436906222988886e-01	7.887381027186811480e+02	5.799478073725141680e-01	5.072755246269752827e-04	8.326225671942131257e+00
1.714316649098818202e-01	7.889417162689969700e+02	8.695417931626501229e-01	1.336280912660016754e-04	2.305877978798548611e+00
1.932696707117954327e-01	2.493166451733367012e+03	8.802287859456751073e-01	1.612915629450733265e-04	4.796350735189462533e+00
2.164045073403137245e-02	1.668794716893151246e+02	9.956806250557022064e-01	1.586459167095668002e-04	5.063347353536602924e+00
1.609449806278067108e-01	1.757860281428434519e+03	7.782080669031276043e-01	3.379575687773647284e-04	8.581032815427276361e+00
1.301931773863483910e-01	1.374439146858633649e+03	8.323158734845808038e-01	2.820307874336222217e-04	6.644994166903281929e+00
1.762481745623065421e-01	1.468111791702562414e+03	6.880128977111128474e-01	1.075888026895062942e-04	3.197561761987094631e+00
1.153676605515248643e-01	2.960660423006432666e+03	9.410913108877311251e-01	9.440500928899050396e-05	5.350371414129346803e+00
1.694995461695990302e-01	1.612740022647560636e+03	7.321281851762202475e-01	3.663267050816644836e-04	8.106497279975604542e+00
1.764339443946209562e-01	5.291405628422625114e+02	7.256046840437634371e-01	2.677424635485405480e-04	2.915384513465815175e+00
5.603185479786094991e-02	2.636002215443183104e+03	9.934116553886809253e-01	2.782844886305515554e-05	3.775194678273786852e+00
8.078612969049275838e-02	2.299323697789966445e+03	7.129670424861977995e-01	1.927565787730214886e-05	2.809942560198574579e+00
1.462371265737644477e-01	1.296082228877341095e+03	8.842418971483921863e-01	2.244309792491006896e-04	4.842173882597699652e+00
1.849826420059831888e-01	1.760819041528545085e+03	7.836784595139938414e-01	6.127139766355375514e-05	2.435441790136595230e+00
1.264727601445291005e-01	2.093903434933060907e+03	9.314225486892308004e-01	8.484438249392503139e-05	3.780750636133902720e+00
3.502477565418161271e-02	1.763733816570098952e+03	5.760544758108582242e-01	2.795195173216258495e-04	3.657870303002568591e+01
1.685435162190553615e-01	2.160074703067157316e+03	6.609229123971527287e-01	3.588578856162906124e-04	1.112522756855639727e+01
1.825165036235325555e-01	8.740175455942846838e+02	7.199273380653109511e-01	4.582877506727765283e-04	5.973635469064130454e+00
1.751895880536267769e-01	2.530188081201291425e+03	9.035724860916111156e-01	1.952469621725439440e-04	5.994852492571267177e+00
7.280586506104481936e-02	1.999872442727039697e+03	8.562013176681766424e-01	2.177770327920712626e-05	2.741634829602699330e+00
1.535257769905006842e-01	1.772409438074645550e+03	8.979028170209107929e-01	8.369928678561545064e-05	2.989637636113695152e+00
1.191207932379941270e-01	1.080557329962534368e+03	5.817493459570712844e-01	2.115331807302148605e-04	6.384662066590577112e+00
6.469910357945470036e-02	1.546381973831169034e+03	9.133092913989344641e-01	4.079293581891448657e-04	1.734749306624552645e+01
2.393184760236454975e-02	2.230582817085896750e+03	9.383553582334214216e-01	4.817802462844252660e-04	7.269973783082419061e+01
1.772910425434345572e-01	1.392719130401956136e+03	9.146915452719377448e-01	4.957121489072866070e-04	7.805129023180769288e+00
9.635692249632182849e-02	2.563989613613929578e+03	9.906770364521437777e-01	2.066966496860768833e-04	9.943935785333371413e+00
1.851285436027936271e-01	1.407043705169972327e+03	6.404458969809705415e-01	4.298871052944416220e-04	9.184330057094964417e+00
6.254369819877789172e-02	2.196937578041237884e+03	5.053925521381530395e-01	7.048875082798122978e-05	8.619403941297216321e+00
1.872724860093506749e-01	2.904964772098334379e+03	8.706660814443611951e-01	3.500592615807823207e-04	1.031323553189172770e+01
1.298702197965890259e-01	6.864467335036872555e+02	7.713004685851776454e-01	1.888054567779257379e-04	3.308144057664681004e+00
8.351996344427169150e-02	2.280537944329353195e+03	6.783521252350154240e-01	2.998273552007421519e-04	1.954737283303430573e+01
1.813247615684721870e-01	4.955827070713509102e+02	5.761584315005010559e-01	3.557794990681485930e-04	3.807597634951358501e+00
1.308136029646866927e-01	1.472765124703893434e+03	8.474345251123117650e-01	3.326132363476587243e-04	7.910500532106564897e+00
1.713617431371854405e-01	2.277745697609661875e+03	6.070203063222456841e-01	3.816926056775567103e-04	1.322791437269061099e+01
4.988452717691801985e-02	1.707266314994361665e+03	6.318405755729904483e-01	4.211992394942867921e-04	3.446916491275526795e+01
1.371125746830558767e-01	5.534006364447857322e+02	6.959232640238912637e-01	2.713002248051912075e-04	3.815120052647183346e+00
4.896850466495625276e-02	2.023730109516804987e+02	7.229171343795122162e-01	1.734110279213107683e-04	3.491372833133804754e+00
1.008445895326560565e-01	9.201707892877498125e+02	5.791276780780314493e-01	3.482573072441540922e-04	9.337872706350214713e+00
6.000761498853385278e-02	1.517380355744675853e+03	8.260605037482188218e-01	3.262967443533331020e-04	1.620734166711707758e+01
