# SRI Inorganic Price Index  (Index, 1982=100), Current Index at http://www.sriconsulting.com/CEH/
1980	55.1957495551781
1981	61.0254129913430
1982	62.0176961294136
1983	62.2037492178018
1984	63.8162093171666
1985	64.2629227823867
1986	64.1352903637524
1987	66.1135928525846
1988	72.1123165283982
1989	76.3241863433312
1990	77.2176132737715
1991	79.3873643905552
1992	80.2807913209955
1993	81.1742182514359
1994	82.9610721123165
1995	91.5124441608169
1996	93.0440331844289
1997	93.8736439055520
1998	94.8947032546267
1999	95.5328653477983
2000	100.0000000000000
2001	101.0848755583920
2002	100.3828972559030
2003	105.0414805360560
2004	110.2744097000640
2005	119.5277600510530
2006	125.5902999361840
2007	129.7383535418000
2008	145.6285896617740
2009	143.3950223356730
2010	149.1384811742180
2011	160.8806636885770
2012	166.1135928525850
2013	168.4109763880030
2014	171.7932354818120
2015	168.9853222718570
2016	170.4530950861520
