# Hour of year	PV Power Ratio
5622	0.236648788
5623	0.599241849
5624	0.680473334
5625	0.66586769
5626	0.644549308
5627	0.650036235
5628	0.644454355
5629	0.657506757
5630	0.673746475
5631	0.613332189
5632	0.267111631
5633	0.003397212
5634	0
5635	0
5636	0
5637	0
5638	0
5639	0
5640	0
5641	0
5642	0
5643	0
5644	0
5645	0.001885417
5646	0.180934864
5647	0.473485238
5648	0.575903408
5649	0.586427186
5650	0.587472297
5651	0.604723751
5652	0.591316674
5653	0.583658512
5654	0.57529855
5655	0.493444013
5656	0.208844734
5657	0.003894138
5658	0
5659	0
5660	0
5661	0
5662	0
5663	0
5664	0
5665	0
5666	0
5667	0
5668	0
5669	0.000464651
5670	0.030376369
5671	0.091400876
5672	0.163938413
5673	0.234405776
5674	0.291341386
5675	0.332552764
5676	0.303380269
5677	0.243912446
5678	0.172821879
5679	0.098953014
5680	0.034603168
5681	0.000994587
5682	0
5683	0
5684	0
5685	0
5686	0
5687	0
5688	0
5689	0
5690	0
5691	0
5692	0
5693	0.003367267
5694	0.259704344
5695	0.633412565
5696	0.708280293
5697	0.687731056
5698	0.663887108
5699	0.665568967
5700	0.663395578
5701	0.678877532
5702	0.697419634
5703	0.641092458
5704	0.283179464
5705	0.003910563
5706	0
5707	0
5708	0
5709	0
5710	0
5711	0
5712	0
5713	0
5714	0
5715	0
5716	0
5717	0.003423358
5718	0.294251487
5719	0.698836578
5720	0.755905368
5721	0.728919298
5722	0.694715632
5723	0.692458022
5724	0.689876039
5725	0.71167223
5726	0.73988085
5727	0.691866618
5728	0.312779743
5729	0.003918878
5730	0
5731	0
5732	0
5733	0
5734	0
5735	0
5736	0
5737	0
5738	0
5739	0
5740	0
5741	0.003431113
5742	0.290370859
5743	0.685476504
5744	0.745021243
5745	0.719937459
5746	0.688167322
5747	0.688585279
5748	0.683800524
5749	0.704891817
5750	0.729925574
5751	0.679539389
5752	0.306342163
5753	0.003908694
5754	0
5755	0
5756	0
5757	0
5758	0
5759	0
5760	0
5761	0
5762	0
5763	0
5764	0
5765	0.004886289
5766	0.239894202
5767	0.583700056
5768	0.667749627
5769	0.658372497
5770	0.643308674
5771	0.650406021
5772	0.643341601
5773	0.648341506
5774	0.657899212
5775	0.586489717
5776	0.256778915
5777	0.003863694
5778	0
5779	0
5780	0
5781	0
5782	0
5783	0
5784	0
5785	0
5786	0
5787	0
5788	0
5789	0.003810129
5790	0.182231105
5791	0.44892183
5792	0.553775748
5793	0.573667806
5794	0.583865286
5795	0.607763596
5796	0.590876003
5797	0.576751721
5798	0.558330352
5799	0.468076373
5800	0.200418919
5801	0.004368783
5802	0
5803	0
5804	0
5805	0
5806	0
5807	0
5808	0
5809	0
5810	0
5811	0
5812	0
5813	0.003836749
5814	0.271829693
5815	0.640370828
5816	0.713185976
5817	0.695984087
5818	0.675019873
5819	0.681375081
5820	0.676866749
5821	0.690880554
5822	0.705555904
5823	0.645970734
5824	0.287509492
5825	0.00388065
5826	0
5827	0
5828	0
5829	0
5830	0
5831	0
5832	0
5833	0
5834	0
5835	0
5836	0
5837	0.005246455
5838	0.253954094
5839	0.604861565
5840	0.683825178
5841	0.672659346
5842	0.656065669
5843	0.665437915
5844	0.658548384
5845	0.667675595
5846	0.679540368
5847	0.61690302
5848	0.275814674
5849	0.004362146
5850	0
5851	0
5852	0
5853	0
5854	0
5855	0
5856	0
5857	0
5858	0
5859	0
5860	0
5861	0.005285593
5862	0.284225995
5863	0.658735183
5864	0.726042901
5865	0.707137773
5866	0.681797687
5867	0.685357675
5868	0.680419427
5869	0.695815244
5870	0.715077854
5871	0.658666489
5872	0.298338452
5873	0.004358723
5874	0
5875	0
5876	0
5877	0
5878	0
5879	0
5880	0
5881	0
5882	0
5883	0
5884	0
5885	0.00665064
5886	0.139736852
5887	0.314374633
5888	0.426494422
5889	0.476562247
5890	0.512454539
5891	0.547614685
5892	0.523285161
5893	0.484125747
5894	0.434411836
5895	0.330902438
5896	0.148080575
5897	0.004830652
5898	0
5899	0
5900	0
5901	0
5902	0
5903	0
5904	0
5905	0
5906	0
5907	0
5908	0
5909	0.005690805
5910	0.272200439
5911	0.62439243
5912	0.699090326
5913	0.68616101
5914	0.669478604
5915	0.677339825
5916	0.673389587
5917	0.685898497
5918	0.698930103
5919	0.633260892
5920	0.283533056
5921	0.004367239
5922	0
5923	0
5924	0
5925	0
5926	0
5927	0
5928	0
5929	0
5930	0
5931	0
5932	0
5933	0.005706733
5934	0.304203577
5935	0.678583988
5936	0.740089024
5937	0.717758385
5938	0.693742805
5939	0.697572921
5940	0.695872736
5941	0.714104131
5942	0.733494327
5943	0.678353354
5944	0.307825887
5945	0.004354941
5946	0
5947	0
5948	0
5949	0
5950	0
5951	0
5952	0
5953	0
5954	0
5955	0
5956	0
5957	0.005673432
5958	0.069616059
5959	0.172169569
5960	0.268803507
5961	0.344121307
5962	0.401620639
5963	0.447135485
5964	0.41697571
5965	0.357037001
5966	0.279720616
5967	0.18107104
5968	0.074105425
5969	0.004358162
5970	0
5971	0
5972	0
5973	0
5974	0
5975	0
5976	0
5977	0
5978	0
5979	0
5980	0
5981	0.007692131
5982	0.256743412
5983	0.572815621
5984	0.651593732
5985	0.649114069
5986	0.642886783
5987	0.657339236
5988	0.649677328
5989	0.652489914
5990	0.655420778
5991	0.578676053
5992	0.255929412
5993	0.004866898
5994	0
5995	0
5996	0
5997	0
5998	0
5999	0
6000	0
6001	0
6002	0
6003	0
6004	0
6005	0.009053122
6006	0.249082444
6007	0.550043973
6008	0.632530476
6009	0.63439974
6010	0.632677034
6011	0.650261838
6012	0.640586262
6013	0.640105526
6014	0.638265752
6015	0.556844661
6016	0.244482387
6017	0.005809589
6018	0
6019	0
6020	0
6021	0
6022	0
6023	0
6024	0
6025	0
6026	0
6027	0
6028	0
6029	0.010475521
6030	0.160908734
6031	0.340033265
6032	0.445701597
6033	0.493026674
6034	0.528268958
6035	0.565378449
6036	0.540574209
6037	0.504861987
6038	0.457863985
6039	0.351810599
6040	0.156621826
6041	0.005815664
6042	0
6043	0
6044	0
6045	0
6046	0
6047	0
6048	0
6049	0
6050	0
6051	0
6052	0
6053	0.010935468
6054	0.296559576
6055	0.63379737
6056	0.700552678
6057	0.687606594
6058	0.674033478
6059	0.686403193
6060	0.681938938
6061	0.69401696
6062	0.704176116
6063	0.635287033
6064	0.284062415
6065	0.005819313
6066	0
6067	0
6068	0
6069	0
6070	0
6071	0
6072	0
6073	0
6074	0
6075	0
6076	0
6077	0.012381685
6078	0.324312008
6079	0.681877039
6080	0.738177475
6081	0.717013059
6082	0.696865516
6083	0.704900788
6084	0.704800397
6085	0.722858438
6086	0.739525272
6087	0.679048742
6088	0.306507655
6089	0.005339129
6090	0
6091	0
6092	0
6093	0
6094	0
6095	0
6096	0
6097	0
6098	0
6099	0
6100	0
6101	0.012781036
6102	0.180333237
6103	0.365967684
6104	0.467630122
6105	0.511558538
6106	0.544183389
6107	0.580032842
6108	0.558714829
6109	0.527374348
6110	0.485478871
6111	0.377841937
6112	0.166766248
6113	0.005830918
6114	0
6115	0
6116	0
6117	0
6118	0
6119	0
6120	0
6121	0
6122	0
6123	0
6124	0
6125	0.008944473
6126	0.082241311
6127	0.18873334
6128	0.284300912
6129	0.358868932
6130	0.415630329
6131	0.460112892
6132	0.428411297
6133	0.369061452
6134	0.291047949
6135	0.190245835
6136	0.077645019
6137	0.005244656
6138	0
6139	0
6140	0
6141	0
6142	0
6143	0
6144	0
6145	0
6146	0
6147	0
6148	0
6149	0.012602398
6150	0.375800055
6151	0.761229604
6152	0.799832619
6153	0.767931043
6154	0.737554555
6155	0.739839061
6156	0.737791922
6157	0.76216368
6158	0.78610038
6159	0.733116335
6160	0.337946436
6161	0.005317648
6162	0
6163	0
6164	0
6165	0
6166	0
6167	0
6168	0
6169	0
6170	0
6171	0
6172	0
6173	0.013211642
6174	0.375191312
6175	0.752648585
6176	0.792090788
6177	0.759347283
6178	0.731135142
6179	0.734646821
6180	0.736630238
6181	0.761726238
6182	0.783454696
6183	0.73086674
6184	0.335600858
6185	0.005407727
6186	0
6187	0
6188	0
6189	0
6190	0
6191	0
6192	0
6193	0
6194	0
6195	0
6196	0
6197	0.015204577
6198	0.308802864
6199	0.617755372
6200	0.67935209
6201	0.669583154
6202	0.660071444
6203	0.676021113
6204	0.667708589
6205	0.674939498
6206	0.680459974
6207	0.603346026
6208	0.268884526
6209	0.005876089
6210	0
6211	0
6212	0
6213	0
6214	0
6215	0
6216	0
6217	0
6218	0
6219	0
6220	0
6221	0.015516007
6222	0.353784069
6223	0.702060607
6224	0.746351483
6225	0.724326165
6226	0.70228302
6227	0.710339585
6228	0.705527183
6229	0.722715584
6230	0.738867257
6231	0.675158443
6232	0.306365456
6233	0.005825189
6234	0
6235	0
6236	0
6237	0
6238	0
6239	0
6240	0
6241	0
6242	0
6243	0
6244	0
6245	0.015737223
6246	0.475265417
6247	0.71627384
6248	0.763631343
6249	0.736088787
6250	0.715926047
6251	0.725100394
6252	0.723215753
6253	0.742808003
6254	0.755766989
6255	0.69822594
6256	0.31852641
6257	0.005865271
6258	0
6259	0
6260	0
6261	0
6262	0
6263	0
6264	0
6265	0
6266	0
6267	0
6268	0
6269	0.0165763
6270	0.47821577
6271	0.717089381
6272	0.75859621
6273	0.733999988
6274	0.713589558
6275	0.722360196
6276	0.723264588
6277	0.744187498
6278	0.762751014
6279	0.698950617
6280	0.317806839
6281	0.005872519
6282	0
6283	0
6284	0
6285	0
6286	0
6287	0
6288	0
6289	0
6290	0
6291	0
6292	0
6293	0.016284305
6294	0.511717223
6295	0.747106919
6296	0.779159717
6297	0.748274799
6298	0.721587679
6299	0.726282231
6300	0.727917581
6301	0.752830051
6302	0.777155593
6303	0.71727311
6304	0.329548185
6305	0.005877303
6306	0
6307	0
6308	0
6309	0
6310	0
6311	0
6312	0
6313	0
6314	0
6315	0
6316	0
6317	0.016640244
6318	0.498224412
6319	0.734018089
6320	0.76910671
6321	0.747372171
6322	0.725178377
6323	0.737102008
6324	0.735409064
6325	0.757744582
6326	0.776933103
6327	0.713954495
6328	0.325652777
6329	0.005903056
6330	0
6331	0
6332	0
6333	0
6334	0
6335	0
6336	0
6337	0
6338	0
6339	0
6340	0
6341	0.016667207
6342	0.489132435
6343	0.721813638
6344	0.763910847
6345	0.742193002
6346	0.725197152
6347	0.738535015
6348	0.738756627
6349	0.760292002
6350	0.776347
6351	0.71154404
6352	0.324257503
6353	0.005912291
6354	0
6355	0
6356	0
6357	0
6358	0
6359	0
6360	0
6361	0
6362	0
6363	0
6364	0
6365	0.017264748
6366	0.49766002
6367	0.727910804
6368	0.767794594
6369	0.744543527
6370	0.727156775
6371	0.738744102
6372	0.740796096
6373	0.762501105
6374	0.780011687
6375	0.713551187
6376	0.325651686
6377	0.005900271
6378	0
6379	0
6380	0
6381	0
6382	0
6383	0
6384	0
6385	0
6386	0
6387	0
6388	0
6389	0.016873427
6390	0.486989834
6391	0.715460419
6392	0.753529424
6393	0.734858239
6394	0.718583774
6395	0.733681053
6396	0.731896491
6397	0.752695458
6398	0.767229222
6399	0.698946352
6400	0.317995154
6401	0.005892795
6402	0
6403	0
6404	0
6405	0
6406	0
6407	0
6408	0
6409	0
6410	0
6411	0
6412	0
6413	0.017238286
6414	0.506256938
6415	0.732266342
6416	0.769881732
6417	0.745980186
6418	0.727895189
6419	0.737952395
6420	0.740482471
6421	0.761637391
6422	0.781285567
6423	0.713280382
6424	0.325994433
6425	0.005875766
6426	0
6427	0
6428	0
6429	0
6430	0
6431	0
6432	0
6433	0
6434	0
6435	0
6436	0
6437	0.019366813
6438	0.322124281
6439	0.533198115
6440	0.60749916
6441	0.620150649
6442	0.633403007
6443	0.661519294
6444	0.651187307
6445	0.645539017
6446	0.630476623
6447	0.533014117
6448	0.236261715
6449	0.0068918
6450	0
6451	0
6452	0
6453	0
6454	0
6455	0
6456	0
6457	0
6458	0
6459	0
6460	0
6461	0.01997395
6462	0.357497502
6463	0.573329461
6464	0.640090929
6465	0.646558463
6466	0.653361645
6467	0.680306881
6468	0.671641013
6469	0.670579444
6470	0.660847576
6471	0.568230299
6472	0.251940388
6473	0.006883298
6474	0
6475	0
6476	0
6477	0
6478	0
6479	0
6480	0
6481	0
6482	0
6483	0
6484	0
6485	0.019518771
6486	0.44245853
6487	0.66219128
6488	0.710683957
6489	0.699205514
6490	0.692377123
6491	0.711642525
6492	0.707767335
6493	0.71988961
6494	0.724809463
6495	0.647757631
6496	0.292302296
6497	0.006367489
6498	0
6499	0
6500	0
6501	0
6502	0
6503	0
6504	0
6505	0
6506	0
6507	0
6508	0
6509	0.02002443
6510	0.477743487
6511	0.69434586
6512	0.73691294
6513	0.71651092
6514	0.704209241
6515	0.718434032
6516	0.719277797
6517	0.735487674
6518	0.74679917
6519	0.67584403
6520	0.308370663
6521	0.007322038
6522	0
6523	0
6524	0
6525	0
6526	0
6527	0
6528	0
6529	0
6530	0
6531	0
6532	0
6533	0.018088117
6534	0.516725111
6535	0.72892029
6536	0.762321064
6537	0.740233948
6538	0.724505687
6539	0.740172824
6540	0.742256403
6541	0.76437111
6542	0.780050474
6543	0.712880104
6544	0.328703661
6545	0.007320043
6546	0
6547	0
6548	0
6549	0
6550	0
6551	0
6552	0
6553	0
6554	0
6555	0
6556	0
6557	0.022262569
6558	0.334613052
6559	0.541806128
6560	0.616305843
6561	0.628351367
6562	0.642846548
6563	0.669268593
6564	0.659734557
6565	0.650729537
6566	0.632448932
6567	0.531378547
6568	0.235926278
6569	0.007889886
6570	0
6571	0
6572	0
6573	0
6574	0
6575	0
6576	0
6577	0
6578	0
6579	0
6580	0
6581	0.021724062
6582	0.344369964
6583	0.552318863
6584	0.619100299
6585	0.634087176
6586	0.647368282
6587	0.678246428
6588	0.66633016
6589	0.661294817
6590	0.645401001
6591	0.545984596
6592	0.243315354
6593	0.007881568
6594	0
6595	0
6596	0
6597	0
6598	0
6599	0
6600	0
6601	0
6602	0
6603	0
6604	0
6605	0.022141899
6606	0.389257277
6607	0.600205744
6608	0.662124526
6609	0.664274734
6610	0.670755021
6611	0.695425151
6612	0.691338208
6613	0.692855673
6614	0.687874194
6615	0.592659595
6616	0.265454427
6617	0.007873063
6618	0
6619	0
6620	0
6621	0
6622	0
6623	0
6624	0
6625	0
6626	0
6627	0
6628	0
6629	0.020194177
6630	0.506322939
6631	0.717630381
6632	0.755957541
6633	0.738188902
6634	0.727972682
6635	0.744616214
6636	0.747329212
6637	0.767195088
6638	0.778849424
6639	0.704220754
6640	0.322813973
6641	0.007899039
6642	0
6643	0
6644	0
6645	0
6646	0
6647	0
6648	0
6649	0
6650	0
6651	0
6652	0
6653	0.026980473
6654	0.067375373
6655	0.143623301
6656	0.223894237
6657	0.294336661
6658	0.352289756
6659	0.394182995
6660	0.365081821
6661	0.301549053
6662	0.222064499
6663	0.132068023
6664	0.050803576
6665	0.006869708
6666	0
6667	0
6668	0
6669	0
6670	0
6671	0
6672	0
6673	0
6674	0
6675	0
6676	0
6677	0.022736519
6678	0.234275972
6679	0.405588265
6680	0.493296377
6681	0.536465475
6682	0.57304899
6683	0.612333535
6684	0.590468474
6685	0.559302399
6686	0.511958589
6687	0.397681228
6688	0.183163828
6689	0.008373519
6690	0
6691	0
6692	0
6693	0
6694	0
6695	0
6696	0
6697	0
6698	0
6699	0
6700	0
6701	0.014124031
6702	0.661579017
6703	0.847287229
6704	0.860086969
6705	0.818403013
6706	0.788358711
6707	0.794299011
6708	0.803454643
6709	0.837356939
6710	0.861552002
6711	0.813171885
6712	0.38750333
6713	0.007369075
6714	0
6715	0
6716	0
6717	0
6718	0
6719	0
6720	0
6721	0
6722	0
6723	0
6724	0
6725	0.009045246
6726	0.769450955
6727	0.936675247
6728	0.929416157
6729	0.882524747
6730	0.842581293
6731	0.843428956
6732	0.856211854
6733	0.898135393
6734	0.933461466
6735	0.892535283
6736	0.433553247
6737	0.006859308
6738	0
6739	0
6740	0
6741	0
6742	0
6743	0
6744	0
6745	0
6746	0
6747	0
6748	0
6749	0.024736486
6750	0.414094114
6751	0.617492993
6752	0.667901806
6753	0.671906134
6754	0.677367888
6755	0.706005617
6756	0.69814745
6757	0.70130065
6758	0.694611805
6759	0.601853189
6760	0.272737475
6761	0.008385273
6762	0
6763	0
6764	0
6765	0
6766	0
6767	0
6768	0
6769	0
6770	0
6771	0
6772	0
6773	0.023513139
6774	0.493580688
6775	0.696154159
6776	0.735820523
6777	0.724273078
6778	0.719179393
6779	0.741986129
6780	0.74000259
6781	0.755308105
6782	0.759737408
6783	0.680960332
6784	0.313258516
6785	0.008439311
6786	0
6787	0
6788	0
6789	0
6790	0
6791	0
6792	0
6793	0
6794	0
6795	0
6796	0
6797	0.026015857
6798	0.420883555
6799	0.621195455
6800	0.673600544
6801	0.674179493
6802	0.68002741
6803	0.704672592
6804	0.699723101
6805	0.704872444
6806	0.698628839
6807	0.608507658
6808	0.27739722
6809	0.008914822
6810	0
6811	0
6812	0
6813	0
6814	0
6815	0
6816	0
6817	0
6818	0
6819	0
6820	0
6821	0.025160465
6822	0.452954061
6823	0.651952671
6824	0.69692706
6825	0.693428664
6826	0.695668112
6827	0.719598579
6828	0.71596622
6829	0.725053182
6830	0.724716143
6831	0.636946008
6832	0.292503722
6833	0.010376657
6834	0
6835	0
6836	0
6837	0
6838	0
6839	0
6840	0
6841	0
6842	0
6843	0
6844	0
6845	0.029715686
6846	0.26063998
6847	0.430989381
6848	0.514234503
6849	0.551468326
6850	0.586665933
6851	0.625450543
6852	0.607428248
6853	0.580231611
6854	0.53832497
6855	0.423963858
6856	0.198058128
6857	0.010367896
6858	0
6859	0
6860	0
6861	0
6862	0
6863	0
6864	0
6865	0
6866	0
6867	0
6868	0
6869	0.044303445
6870	0.121592117
6871	0.23038145
6872	0.32315784
6873	0.396411824
6874	0.454784247
6875	0.501809102
6876	0.472602504
6877	0.41319928
6878	0.332105555
6879	0.219331362
6880	0.09371274
6881	0.009388753
6882	0
6883	0
6884	0
6885	0
6886	0
6887	0
6888	0
6889	0
6890	0
6891	0
6892	0
6893	0.072046391
6894	0.495451222
6895	0.690490249
6896	0.729410811
6897	0.720467747
6898	0.71724095
6899	0.740540706
6900	0.740294338
6901	0.753395475
6902	0.756933487
6903	0.675329477
6904	0.31405948
6905	0.010399701
6906	0
6907	0
6908	0
6909	0
6910	0
6911	0
6912	0
6913	0
6914	0
6915	0
6916	0
6917	0.04466039
6918	0.170122319
6919	0.305015512
6920	0.401533804
6921	0.466621124
6922	0.51941574
6923	0.565782234
6924	0.5350288
6925	0.481566202
6926	0.406497668
6927	0.290157723
6928	0.130499581
6929	0.010866491
6930	0
6931	0
6932	0
6933	0
6934	0
6935	0
6936	0
6937	0
6938	0
6939	0
6940	0
6941	0.077219097
6942	0.474097813
6943	0.667065974
6944	0.71121697
6945	0.706334486
6946	0.708418253
6947	0.733525895
6948	0.730859663
6949	0.74075645
6950	0.737747571
6951	0.65312013
6952	0.304527555
6953	0.011858481
6954	0
6955	0
6956	0
6957	0
6958	0
6959	0
6960	0
6961	0
6962	0
6963	0
6964	0
6965	0.077338621
6966	0.656100423
6967	0.83665237
6968	0.852519225
6969	0.819699008
6970	0.796727807
6971	0.808540197
6972	0.813384949
6973	0.841998428
6974	0.857029415
6975	0.798952261
6976	0.384418103
6977	0.011388733
6978	0
6979	0
6980	0
6981	0
6982	0
6983	0
6984	0
6985	0
6986	0
6987	0
6988	0
6989	0.081199476
6990	0.619252001
6991	0.802324025
6992	0.817838238
6993	0.794460769
6994	0.776951781
6995	0.792200283
6996	0.796618915
6997	0.821941026
6998	0.83801484
6999	0.771443947
7000	0.368885988
7001	0.011910891
7002	0
7003	0
7004	0
7005	0
7006	0
7007	0
7008	0
7009	0
7010	0
7011	0
7012	0
7013	0.085479843
7014	0.526899743
7015	0.716072965
7016	0.743767409
7017	0.735795375
7018	0.72995362
7019	0.755066937
7020	0.751264297
7021	0.767331221
7022	0.772128933
7023	0.692291787
7024	0.327175931
7025	0.013341363
7026	0
7027	0
7028	0
7029	0
7030	0
7031	0
7032	0
7033	0
7034	0
7035	0
7036	0
7037	0.084832466
7038	0.567125334
7039	0.749840799
7040	0.776119345
7041	0.758073343
7042	0.749245015
7043	0.770113918
7044	0.773488451
7045	0.795792883
7046	0.806257244
7047	0.734380821
7048	0.350329794
7049	0.013353679
7050	0
7051	0
7052	0
7053	0
7054	0
7055	0
7056	0
7057	0
7058	0
7059	0
7060	0
7061	0.087400064
7062	0.461603117
7063	0.650480411
7064	0.695036844
7065	0.697528283
7066	0.704542633
7067	0.73498139
7068	0.729148047
7069	0.736285558
7070	0.730523277
7071	0.641367039
7072	0.302639109
7073	0.013854861
7074	0
7075	0
7076	0
7077	0
7078	0
7079	0
7080	0
7081	0
7082	0
7083	0
7084	0
7085	0.087792644
7086	0.614143641
7087	0.791614752
7088	0.809139798
7089	0.788563274
7090	0.774419863
7091	0.792713911
7092	0.796765584
7093	0.822481638
7094	0.835090184
7095	0.770411834
7096	0.372523221
7097	0.014782091
7098	0
7099	0
7100	0
7101	0
7102	0
7103	0
7104	0
7105	0
7106	0
7107	0
7108	0
7109	0.090112765
7110	0.613191397
7111	0.789384901
7112	0.808201809
7113	0.786421071
7114	0.77159768
7115	0.788315873
7116	0.794160589
7117	0.819577894
7118	0.834919094
7119	0.766760077
7120	0.371124691
7121	0.014782707
7122	0
7123	0
7124	0
7125	0
7126	0
7127	0
7128	0
7129	0
7130	0
7131	0
7132	0
7133	0.093465
7134	0.61546725
7135	0.792327438
7136	0.807413574
7137	0.78849912
7138	0.772950899
7139	0.790069044
7140	0.793643882
7141	0.817756203
7142	0.832257595
7143	0.763427137
7144	0.37055568
7145	0.01572937
7146	0
7147	0
7148	0
7149	0
7150	0
7151	0
7152	0
7153	0
7154	0
7155	0
7156	0
7157	0.093671987
7158	0.589898843
7159	0.767159541
7160	0.787674393
7161	0.770929418
7162	0.760728882
7163	0.782967844
7164	0.785705155
7165	0.80753433
7166	0.818784643
7167	0.749508155
7168	0.363371123
7169	0.016252461
7170	0
7171	0
7172	0
7173	0
7174	0
7175	0
7176	0
7177	0
7178	0
7179	0
7180	0
7181	0.095150511
7182	0.601365383
7183	0.775823462
7184	0.79965421
7185	0.778465594
7186	0.766226461
7187	0.784799467
7188	0.789991456
7189	0.813294373
7190	0.824476668
7191	0.757082784
7192	0.368186342
7193	0.016206421
7194	0
7195	0
7196	0
7197	0
7198	0
7199	0
7200	0
7201	0
7202	0
7203	0
7204	0
7205	0.14247889
7206	0.478793149
7207	0.661228464
7208	0.703075808
7209	0.703197501
7210	0.708070099
7211	0.736864247
7212	0.732572311
7213	0.742083125
7214	0.73724586
7215	0.652523005
7216	0.313829399
7217	0.017678896
7218	0
7219	0
7220	0
7221	0
7222	0
7223	0
7224	0
7225	0
7226	0
7227	0
7228	0
7229	0.159930672
7230	0.527736368
7231	0.708229032
7232	0.743939624
7233	0.735244368
7234	0.734058565
7235	0.759252762
7236	0.760099673
7237	0.775723234
7238	0.777099257
7239	0.698453478
7240	0.338314197
7241	0.017748421
7242	0
7243	0
7244	0
7245	0
7246	0
7247	0
7248	0
7249	0
7250	0
7251	0
7252	0
7253	0.201083412
7254	0.628845328
7255	0.800642031
7256	0.816549816
7257	0.797073761
7258	0.782919259
7259	0.798670729
7260	0.80480168
7261	0.829471224
7262	0.846107901
7263	0.77640797
7264	0.382267811
7265	0.018460116
7266	0
7267	0
7268	0
7269	0
7270	0
7271	0
7272	0
7273	0
7274	0
7275	0
7276	0.001388765
7277	0.200469031
7278	0.623501439
7279	0.793937392
7280	0.812878286
7281	0.793395366
7282	0.780698728
7283	0.797763465
7284	0.804156855
7285	0.828271999
7286	0.841639368
7287	0.775155609
7288	0.382288851
7289	0.019118093
7290	0
7291	0
7292	0
7293	0
7294	0
7295	0
7296	0
7297	0
7298	0
7299	0
7300	0.001379458
7301	0.160996579
7302	0.516239613
7303	0.692758973
7304	0.73483026
7305	0.727001259
7306	0.727947143
7307	0.751508094
7308	0.752360397
7309	0.764155818
7310	0.764089599
7311	0.683568538
7312	0.422456409
7313	0.020491382
7314	0
7315	0
7316	0
7317	0
7318	0
7319	0
7320	0
7321	0
7322	0
7323	0
7324	0.001380592
7325	0.172070009
7326	0.545698684
7327	0.721346633
7328	0.755691528
7329	0.743898952
7330	0.739746447
7331	0.761451091
7332	0.763813331
7333	0.779762939
7334	0.785067973
7335	0.708804396
7336	0.448943225
7337	0.021870147
7338	0
7339	0
7340	0
7341	0
7342	0
7343	0
7344	0
7345	0
7346	0
7347	0
7348	0.001383923
7349	0.160649495
7350	0.51189422
7351	0.686863779
7352	0.730081529
7353	0.722499099
7354	0.723012736
7355	0.748575292
7356	0.74574985
7357	0.756041327
7358	0.75542832
7359	0.676464682
7360	0.419232574
7361	0.021927959
7362	0
7363	0
7364	0
7365	0
7366	0
7367	0
7368	0
7369	0
7370	0
7371	0
7372	0.001380089
7373	0.165758108
7374	0.523695719
7375	0.7008918
7376	0.735367415
7377	0.730232042
7378	0.730539865
7379	0.75215204
7380	0.752842623
7381	0.765756015
7382	0.767483488
7383	0.688938682
7384	0.431049661
7385	0.023318979
7386	0
7387	0
7388	0
7389	0
7390	0
7391	0
7392	0
7393	0
7394	0
7395	0
7396	0.001374591
7397	0.123171529
7398	0.394104572
7399	0.569421666
7400	0.633979087
7401	0.64741921
7402	0.666135995
7403	0.698445207
7404	0.691846332
7405	0.684656012
7406	0.666909899
7407	0.568301532
7408	0.323680418
7409	0.024782401
7410	0
7411	0
7412	0
7413	0
7414	0
7415	0
7416	0
7417	0
7418	0
7419	0
7420	0.00137735
7421	0.093954371
7422	0.288686057
7423	0.450758319
7424	0.528951345
7425	0.569199089
7426	0.606001269
7427	0.64569201
7428	0.627723488
7429	0.60145907
7430	0.557875786
7431	0.447243837
7432	0.234914124
7433	0.02421848
7434	0
7435	0
7436	0
7437	0
7438	0
7439	0
7440	0
7441	0
7442	0
7443	0
7444	0.001388926
7445	0.134079304
7446	0.423406228
7447	0.59732962
7448	0.658370132
7449	0.665777479
7450	0.679937277
7451	0.710699232
7452	0.703664925
7453	0.700942907
7454	0.688498122
7455	0.594715247
7456	0.347329504
7457	0.026209223
7458	0
7459	0
7460	0
7461	0
7462	0
7463	0
7464	0
7465	0
7466	0
7467	0
7468	0.001378988
7469	0.086931344
7470	0.25422287
7471	0.406478448
7472	0.491389789
7473	0.54051345
7474	0.583056077
7475	0.627509495
7476	0.606076816
7477	0.571501206
7478	0.52031026
7479	0.405508668
7480	0.207886742
7481	0.025641294
7482	0
7483	0
7484	0
7485	0
7486	0
7487	0
7488	0
7489	0
7490	0
7491	0
7492	0.002754279
7493	0.152187001
7494	0.47748826
7495	0.653875676
7496	0.702741104
7497	0.702583993
7498	0.71022
7499	0.733790627
7500	0.735821719
7501	0.74200819
7502	0.740875191
7503	0.652505064
7504	0.400461255
7505	0.027554512
7506	0
7507	0
7508	0
7509	0
7510	0
7511	0
7512	0
7513	0
7514	0
7515	0
7516	0.002752012
7517	0.186333201
7518	0.570084503
7519	0.741193128
7520	0.775161168
7521	0.761659825
7522	0.756007278
7523	0.777551112
7524	0.781253038
7525	0.797940922
7526	0.80603762
7527	0.735961617
7528	0.48377118
7529	0.028494514
7530	0
7531	0
7532	0
7533	0
7534	0
7535	0
7536	0
7537	0
7538	0
7539	0
7540	0.002749725
7541	0.168592376
7542	0.518855805
7543	0.695633363
7544	0.737008534
7545	0.732960861
7546	0.733842135
7547	0.756203919
7548	0.758569251
7549	0.770727742
7550	0.769573263
7551	0.691744997
7552	0.439324877
7553	0.028993897
7554	0
7555	0
7556	0
7557	0
7558	0
7559	0
7560	0
7561	0
7562	0
7563	0
7564	0.000496554
7565	0.054396585
