# PV CAPEX (\$/kW)	Electrolyzer CAPEX (\$/kW)	Electrolyzer Conversion Efficiency (kg $H_{2}$/kWh)	H2 Cost
# ['Direct Capital Costs - PV', 'PV CAPEX ($/kW)', 'Value']	['Direct Capital Costs - Electrolyzer', 'Electrolyzer CAPEX ($/kW)', 'Value']	['Electrolyzer', 'Conversion efficiency (kg H2/kWh)', 'Value']	
# value	value	value	
# [ 200 1200]	[ 200 1115]	[0.02 0.03]	
9.770874331958214043e+02	6.273774786568536683e+02	2.305274658029968227e-02	3.738746943145942581e+00
1.179771494615452184e+03	9.518408455141417335e+02	2.898530282303980049e-02	3.704183363360529224e+00
5.876037492496200230e+02	6.064272795749526495e+02	2.610999010443031468e-02	2.534052413420775807e+00
4.005311118554374730e+02	6.917421380495218273e+02	2.778222736386564556e-02	2.151518373397294237e+00
7.847277994940873214e+02	3.094999837318555365e+02	2.332266141403822185e-02	2.824671170151591859e+00
3.036558380553319694e+02	3.716775517586665956e+02	2.324127000081311137e-02	1.894870289566249699e+00
3.568399590700840918e+02	2.077302483006986336e+02	2.336704482967631030e-02	1.760927022962438526e+00
5.213292411141924276e+02	4.075623485951327893e+02	2.273617889884988960e-02	2.466250172040421518e+00
9.618415579858914271e+02	5.538959600821008280e+02	2.108399692670089726e-02	3.932092697925545721e+00
2.449489154262259376e+02	1.006241686212809100e+03	2.224061744273961652e-02	2.812072524366068915e+00
1.078995296924572813e+03	8.987861925257398070e+02	2.344061844181790852e-02	4.284888037529299254e+00
6.205837800886031346e+02	2.608435073384394514e+02	2.351029828970885999e-02	2.384923557838298347e+00
1.005370525680483979e+03	7.236060862195258778e+02	2.461328891336006519e-02	3.692368825196505888e+00
1.148737602539245472e+03	7.839752387218056811e+02	2.547971927168199077e-02	3.927609806532857739e+00
4.394954400024246297e+02	8.077341856385030496e+02	2.086608793423098615e-02	3.138352896340511844e+00
9.382840498374453091e+02	9.856617769512847644e+02	2.823854659173732906e-02	3.416498115637502053e+00
4.179067413959581927e+02	5.381888383052569225e+02	2.131909648870461069e-02	2.594431348458277498e+00
1.074070804790876991e+03	8.577451231248040813e+02	2.019562944974738830e-02	4.889125300434030486e+00
1.162227750609063833e+03	5.596437110510632920e+02	2.159683113644402311e-02	4.309944242432650618e+00
1.085723164546459202e+03	7.890760701371890491e+02	2.265621390041406766e-02	4.283622581495200698e+00
7.325217749993289544e+02	4.980809441497627290e+02	2.432251957770512757e-02	2.864655601791287864e+00
2.683368313383907662e+02	6.268572210627876302e+02	2.641832376344100189e-02	1.929480908974295694e+00
6.964080699340204319e+02	9.600127166650690924e+02	2.883137621736086079e-02	2.899148980391430985e+00
8.087962232490751830e+02	9.052199333198587965e+02	2.281428235205605962e-02	3.822111219488593115e+00
3.903602783426694032e+02	3.674356643869407435e+02	2.192364343770559013e-02	2.197731412271484164e+00
7.083471330065408438e+02	9.061524107242669288e+02	2.830374838413319410e-02	2.909473969227597934e+00
1.100413701905339167e+03	3.326720709684983603e+02	2.909766065551298159e-02	2.835098165208328691e+00
5.778588037316862938e+02	9.787412241593474391e+02	2.980341075632136905e-02	2.628588287960484493e+00
9.180219121518616703e+02	2.052359438884626854e+02	2.121197398000370868e-02	3.250193968388121135e+00
6.825652531611073073e+02	1.046621450267402679e+03	2.831796751898653375e-02	3.030361161917039414e+00
8.074124666136024189e+02	1.077483952004439516e+03	2.899224565518495472e-02	3.210645112178031280e+00
1.028601740638769115e+03	9.812875446955553116e+02	2.756362823709505860e-02	3.657323356347299548e+00
6.931154972264689604e+02	8.252673967321281907e+02	2.058743555702512509e-02	3.822354623673235086e+00
6.808071857455008740e+02	4.421901338112626263e+02	2.188880094050202341e-02	2.976922963829407021e+00
4.886402552178648762e+02	1.073079477472262170e+03	2.324916430426197944e-02	3.309766718711604661e+00
1.110878015692482450e+03	2.830246701042422615e+02	2.921072944172135519e-02	2.784592551147458739e+00
6.225058187161766909e+02	4.242480215094715277e+02	2.182166746973395952e-02	2.825276781029425255e+00
5.569546533316338355e+02	9.965797484517330531e+02	2.423864713972185767e-02	3.209112893786811416e+00
8.640397515330819260e+02	1.080184931118346412e+03	2.540960679360514118e-02	3.774808720357907266e+00
4.225523346941005229e+02	9.791778159048246835e+02	2.436023032240991482e-02	2.894507056401537159e+00
5.394205887989699022e+02	4.821801490054893975e+02	2.712781597449094584e-02	2.196603717062539207e+00
3.923282396108260173e+02	9.831474308617234783e+02	2.600743291822832023e-02	2.659863094832016550e+00
1.111975909831609442e+03	9.030880305922883053e+02	2.375831170939750325e-02	4.303074985212027137e+00
7.883176550679612546e+02	4.910347870796125562e+02	2.666272222285055379e-02	2.710303811807207808e+00
1.151354834014037351e+03	9.108369636156035085e+02	2.598990430926069115e-02	4.020906723274790373e+00
9.399029652429474027e+02	1.109267789216240089e+03	2.732125723777891618e-02	3.686334689602595471e+00
4.152494577268269040e+02	6.726532776166322947e+02	2.407105055757867429e-02	2.483560784239122743e+00
2.798281728439715721e+02	9.907113489557316370e+02	2.627139150677995638e-02	2.429989903840979348e+00
2.398675008548988785e+02	2.165146640827976512e+02	2.289450996674926089e-02	1.555552441584794776e+00
1.054652637951067163e+03	9.825914277539627619e+02	2.033644335566294273e-02	5.015380644538399046e+00
4.449648316100001466e+02	7.659706912170659052e+02	2.659911793005900055e-02	2.423706098537778075e+00
9.652922356292913264e+02	9.721419649799449871e+02	2.416893855456066567e-02	4.024877064566664053e+00
6.343036174334788484e+02	2.318862427621120048e+02	2.523392542301884992e-02	2.211752708557299663e+00
